customer_id,age,annual_income,loan_amount,loan_purpose,credit_score,join_date,default_flag
10099,36.0,423465.21,107832.54,Education,380.9573244102962,2018-08-31,0
10805,31.0,204859.92,190909.31,Car,850.0,2022-12-29,0
10728,40.0,709001.92,256950.69,Car,600.85,2024-12-07,1
10574,34.0,966826.71,680235.39,Home,611.32,2021-09-21,1
10407,,877568.54,393248.38,Business,650.12,2020-11-03,1
10503,21.0,293826.67,53341.33,Business,789.04,2021-05-09,0
10048,48.0,857857.63,409164.31,Education,789.89,2023-09-06,0
10033,36.0,776987.76,269296.17,Car,665.48,2024-06-07,0
10780,43.0,570966.87,449735.95,Education,605.98,2024-04-18,1
10840,34.0,329636.58,165300.72,Car,594.83,2020-05-05,1
10201,40.0,445643.29,264367.64,Home,803.97,2023-07-13,0
10135,26.0,642933.86,463520.56,Business,,2024-06-01,0
10028,40.0,233769.86,25000.0,Home,767.42,2019-05-30,0
10881,64.0,661321.49,246824.99,Home,711.76,2021-03-18,1
10231,28.0,750777.33,607931.88,Other,558.12,2025-08-14,1
10490,,382800.63,46726.95,Home,603.22,2024-04-12,1
10773,43.0,631839.09,290471.79,Education,625.97,2025-11-22,1
10379,60.0,1004750.95,466513.26,Education,800.01,2025-12-15,0
10289,39.0,1035007.49,661113.42,Other,531.15,2019-07-14,1
10419,49.0,356485.83,218924.9,Education,791.41,2023-08-28,0
10675,21.0,500338.5,138300.87,Car,630.62,2022-02-08,1
10392,41.0,1769180.13,993614.07,Home,750.99,2020-10-14,0
10593,41.0,355872.88,340502.12,Business,709.69,2018-12-18,0
10499,26.0,367449.55,176348.68,Education,828.06,2025-10-12,0
10139,45.0,427342.92,182800.18,Car,513.61,2022-10-01,1
10063,24.0,852450.31,621182.39,Car,834.06,2022-04-20,1
10472,18.0,387381.45,288397.18,Car,739.45,2020-02-25,0
10648,35.0,913998.28,338478.05,Home,616.16,2019-08-12,1
10129,37.0,518973.44,366223.1,Home,612.03,2021-07-19,1
10977,31.0,617942.95,182793.7,Home,787.54,2022-02-06,0
10521,18.0,1409212.72,330877.9,Car,618.1,2018-10-06,1
10839,47.0,2274168.88,477674.44,Home,775.6,2019-10-27,1
10963,38.0,980054.92,669398.26,Car,752.86,2024-12-25,0
10065,45.0,1174280.89,406026.13,Home,573.78,2021-04-22,1
10813,52.0,1013730.4,807133.77,Education,645.57,2024-08-02,1
10015,18.0,743213.86,578866.14,Home,691.64,2019-05-23,0
10157,57.0,1898009.18,1636697.19,Education,781.4,2025-05-26,0
10041,44.0,1816782.17,438969.44,Education,659.3,2018-08-28,1
10493,37.0,1043945.38,623625.51,Education,673.37,2022-06-11,1
10380,27.0,474907.54,254111.32,Car,794.62,2025-01-02,0
10188,,700229.72,205033.95,Other,616.94,2018-12-28,1
10764,35.0,825466.61,272242.1,Business,733.22,2024-04-22,0
10217,,400761.64,201103.32,Car,651.7,2022-01-20,0
10792,,692754.64,414020.41,Business,664.3,2020-09-19,0
10053,29.0,1445591.52,935760.91,Education,830.18,2020-04-28,0
10879,36.0,978460.91,245384.14,Business,695.56,2022-02-04,1
10338,32.0,2035014.32,1555139.43,Home,670.82,2025-03-19,0
10749,29.0,504769.47,48510.16,Business,,2019-02-27,1
10720,35.0,1083018.68,573034.69,Car,776.63,2020-12-20,1
10725,38.0,488790.23,64761.8,Business,642.88,2023-02-03,1
10296,28.0,760643.03,353148.32,Car,643.28,2022-05-14,0
10702,48.0,1575312.16,319501.23,Business,759.81,2025-08-28,0
10252,46.0,559516.36,86067.54,Other,686.29,2020-05-04,0
10727,36.0,1024424.07,713792.94,Car,549.14,2025-01-31,1
10462,36.0,637764.77,260376.93,Business,700.16,2018-11-01,1
10456,27.0,697646.1,483606.31,Car,603.11,2025-01-25,1
10997,56.0,582087.48,352855.1,Business,593.1,2020-07-17,1
10816,20.0,506535.6,223755.5,Business,667.49,2025-10-16,0
10863,53.0,1204712.45,462276.31,Home,850.0,2020-12-10,1
10270,37.0,761867.58,243131.71,Car,749.43,2024-04-09,0
10202,42.0,295598.81,116564.18,Home,835.83,2021-01-28,0
10162,45.0,272264.81,58288.67,Car,651.47,2020-11-03,1
10556,31.0,853772.81,643273.96,Car,737.78,2023-05-25,1
10730,27.0,730143.05,99333.86,Car,695.89,2022-07-15,0
10402,29.0,1077474.91,436891.02,Car,685.97,2023-06-08,1
10703,28.0,736636.9,247308.96,Car,850.0,2020-11-23,1
10477,42.0,476232.11,232631.91,Home,595.71,2024-10-28,1
10822,52.0,850010.34,456801.4,Business,798.84,2019-11-10,1
10772,30.0,1164470.46,140100.38,Home,550.83,2025-02-07,1
10106,,513013.54,52769.16,Home,591.96,2022-04-23,1
10566,32.0,564543.77,335956.94,Car,647.31,2020-02-06,0
10390,30.0,,237550.11,Home,727.42,2018-05-10,1
10002,34.0,,500911.03,Car,542.47,2019-11-10,1
10938,44.0,625576.71,429033.19,Business,632.23,2018-07-13,1
10983,25.0,426497.24,142725.57,Business,624.9,2024-02-04,1
10562,59.0,,25000.0,Business,635.55,2020-02-03,1
10081,34.0,,424423.55,Car,636.35,2024-05-16,1
10206,26.0,1020380.88,710467.79,Education,733.6,2022-06-30,1
10035,45.0,174407.84,81705.53,Business,728.15,2024-03-28,0
10776,19.0,368918.53,37080.93,Home,771.1,2020-02-04,1
10509,37.0,585222.81,250918.27,Business,573.19,2022-07-18,0
10428,44.0,490373.1,101219.27,Other,644.02,2021-10-14,0
10455,30.0,1017050.28,482055.42,Education,538.98,2023-09-10,1
10367,,,219047.02,Business,547.39,2018-03-26,1
10092,47.0,381972.66,137490.01,Other,659.89,2018-08-21,1
10340,30.0,1219667.49,525108.43,Business,725.31,2023-03-07,1
10898,38.0,361001.6,25000.0,Home,747.93,2018-08-25,0
10565,49.0,1192891.91,965926.54,Business,580.73,2025-03-21,1
10346,39.0,1093171.85,67100.67,Car,645.12,2021-05-06,0
10777,28.0,607366.94,541004.97,Car,669.13,2023-12-22,1
10242,35.0,408541.76,207178.1,Business,849.05,2021-02-06,0
10014,18.0,889910.62,712415.41,Car,666.65,2025-01-14,1
10316,36.0,308923.16,301231.7,Business,584.83,2019-09-11,1
10601,44.0,971654.03,278738.27,Education,730.73,2023-01-21,1
10388,57.0,471312.78,25000.0,Car,580.53,2021-07-31,1
10274,36.0,935518.45,679134.65,Home,730.6,2019-09-05,0
10167,45.0,566786.59,360208.19,Car,638.06,2018-01-23,1
10841,35.0,368481.65,285171.66,Car,718.2,2024-07-05,1
10993,33.0,606851.78,326020.92,Business,521.4,2024-11-16,1
10647,18.0,898110.49,708572.73,Education,846.7512798035482,2021-12-21,0
10819,37.0,972653.94,587591.69,Car,567.71,2018-10-03,1
10485,28.0,930517.37,116217.23,Other,740.5,2018-04-06,0
10981,45.0,492753.51,428115.63,Education,766.79,2021-01-20,0
10505,29.0,621091.93,438218.11,Home,827.334901421772,2024-07-17,1
10832,26.0,1998536.04,795651.16,Business,628.67,2023-08-27,1
10244,46.0,498407.09,580892.56,Education,666.26,2022-11-17,1
10567,18.0,570902.4,244733.94,Car,745.82,2022-11-18,0
10876,56.0,1156061.04,1134184.76,Business,769.52,2019-11-20,0
10563,46.0,403198.43,121534.8,Business,729.14,2021-05-27,0
10687,33.0,1808588.1222632653,25000.0,Business,828.78,2018-04-30,0
10190,19.0,927298.73,391625.32,Home,653.59,2019-03-08,1
10783,40.0,552814.05,318872.71,Car,693.05,2020-03-14,1
10700,,500783.75,238073.83,Other,770.68,2018-11-06,0
10476,33.0,556241.44,39675.75,Business,650.86,2024-06-06,1
10682,24.0,637140.71,123772.8,Other,578.92,2021-11-21,1
10511,39.0,860539.03,193579.58,Other,631.91,2023-03-29,0
10059,40.0,659075.66,212082.95,Education,589.55,2019-08-20,0
10475,54.0,1468579.35,588884.02,Business,640.09,2021-11-30,1
10561,39.0,701504.43,594856.23,Car,637.68,2019-07-25,1
10857,27.0,591854.12,259601.6,Home,738.52,2018-02-20,0
10748,28.0,1205052.22,783302.45,Other,824.47,2020-03-30,0
10253,59.0,538960.93,257265.86,Other,598.97,2022-07-01,0
10022,34.0,135223.33,25000.0,Home,697.57,2018-04-16,0
10314,45.0,337028.73,180306.79,Car,535.1,2021-09-12,0
10460,23.0,1581196.92,1019210.04,Home,697.18,2019-01-27,1
10161,25.0,633283.68,127251.47,Other,686.85,2019-08-17,0
10277,38.0,1033473.04,734384.63,Business,524.57,2019-09-13,1
10956,48.0,873056.27,602801.2,Home,651.84,2020-10-02,1
10192,45.0,1998417.05,1528758.15,Home,723.54,2022-03-24,0
10386,38.0,551378.99,292378.83,Car,690.5,2024-02-27,0
10806,33.0,946475.44,319663.71,Home,711.43,2023-07-05,0
10414,50.0,1336190.47,942776.5212858346,Other,728.12,2019-12-30,0
10492,52.0,1194138.82,512271.65,Business,537.03,2021-04-08,1
10344,30.0,480070.21,379723.41,Other,624.94,2022-11-11,1
10770,56.0,302735.07,228589.25,Home,719.56,2019-07-29,0
10309,42.0,1041230.77,395469.89,Home,677.13,2022-07-15,0
10662,30.0,485784.71,542510.14,Other,799.21,2020-01-28,0
10131,19.0,349620.93,170246.84,Home,703.53,2022-09-21,1
10664,30.0,846085.9,381706.26,Other,517.85,2019-09-13,0
10872,27.0,656993.68,231653.58,Business,739.89,2019-10-10,0
10100,33.0,726873.27,497768.62,Business,670.96,2019-03-06,1
10373,52.0,483604.39,101945.42,Car,639.24,2021-11-29,1
10088,40.0,358926.41,339628.75,Car,715.64,2019-01-13,0
10459,30.0,922881.59,531270.9,Business,764.13,2021-06-12,0
10331,36.0,516660.33,211317.31,Business,666.34,2021-07-13,0
10215,33.0,,161360.53,Car,671.48,2024-09-27,0
10467,43.0,666494.91,371385.79,Car,513.81,2023-05-03,1
10122,26.0,972186.72,673849.04,Education,715.08,2024-06-25,1
10615,63.0,859055.49,451962.21,Education,304.2841714628596,2024-11-11,1
10021,52.0,852955.62,346200.48,Car,646.35,2018-04-06,0
10701,30.0,425173.7,205139.4,Education,546.51,2020-10-08,1
10072,53.0,,1166791.43,Car,734.38,2021-10-30,1
10107,57.0,287361.56,90130.18,Car,763.45,2019-02-24,0
10271,52.0,343971.3,54921.71,Education,682.58,2024-12-29,0
10861,38.0,207681.34,66826.15,Home,685.12,2025-05-11,0
10436,37.0,1679744.48,1208589.79,Education,636.58,2025-07-07,0
10103,32.0,1490690.06,1235509.91,Home,568.41,2022-02-05,0
